5.01E-06,1.67E-06,4.29E-06,,4.00543E-06,1.28746E-06,4.29153E-06
4.05E-06,1.19E-06,4.29E-06,,9.10759E-06,4.48227E-06,1.14441E-05
3.58E-06,1.43E-06,4.05E-06,,1.688E-05,9.15527E-06,2.50816E-05
3.81E-06,1.19E-06,4.05E-06,,3.00884E-05,1.56879E-05,2.98977E-05
3.58E-06,9.54E-07,4.77E-06,,2.8038E-05,2.77519E-05,5.52177E-05
8.82E-06,5.25E-06,1.31E-05,,3.43323E-05,4.17233E-05,9.21249E-05
9.30E-06,5.01E-06,1.29E-05,,5.06878E-05,6.61373E-05,0.000111008
9.06E-06,4.77E-06,1.29E-05,,6.46591E-05,8.69751E-05,0.000177813
9.30E-06,3.58E-06,9.54E-06,,6.85215E-05,0.000119066,0.00017004
9.06E-06,3.81E-06,8.82E-06,,7.01904E-05,0.000186777,0.00023098
1.60E-05,8.58E-06,2.62E-05,,0.000119829,0.00022645,0.000253677
1.65E-05,9.54E-06,2.38E-05,,0.0001091,0.000281858,0.000356817
1.84E-05,7.39E-06,2.34E-05,,0.000205469,0.000426674,0.00066185
1.31E-05,1.05E-05,2.22E-05,,0.000202084,0.000428247,0.000523138
2.05E-05,9.78E-06,2.98E-05,,0.000192738,0.000613928,0.000691891
2.15E-05,1.50E-05,2.60E-05,,0.000283957,0.000851011,0.000951195
7.82E-05,1.34E-05,2.55E-05,,0.000742149,0.000986338,0.001174212
1.65E-05,1.60E-05,3.41E-05,,0.0005445,0.001263905,0.001551914
1.79E-05,1.72E-05,3.65E-05,,0.000482512,0.001385784,0.001208401
1.65E-05,1.69E-05,2.74E-05,,0.000719738,0.001652861,0.002103376
4.70E-05,2.86E-05,6.06E-05,,0.000980806,0.002241707,0.002656507
2.67E-05,2.53E-05,5.27E-05,,0.000969219,0.002826595,0.003043842
2.34E-05,3.60E-05,8.06E-05,,0.000796366,0.002718067,0.002097845
1.79E-05,1.60E-05,2.50E-05,,0.000995779,0.003706503,0.003235435
